store_name,store_type_code,main_code,store_type,local_name,address,phone_number,long,lati,searchcount
케이에스(KS)고려매쓰학원,5105,학원,보습학원,의정부시,경기도 의정부시 승지로4번길 7-4 (민락동),0,37.73818234,127.0896025,123636
케이에스절대영수학원,5105,학원,보습학원,의정부시,경기도 의정부시 호동로 67 (호원동),031-875-5599,37.72793203,127.0433073,105356
케이우리학원,5105,학원,보습학원,의정부시,경기도 의정부시 둔야로 54 (가능동),031-4324-1394,37.74069802,127.0397962,124011
코칭수학교습소,5105,학원,보습학원,의정부시,경기도 의정부시 장곡로 626 (신곡동),031-9302-5572,37.75045467,127.0722947,95625
퀀텀T&H,5105,학원,보습학원,의정부시,경기도 의정부시 청사로5번길 8-17 (신곡동),031-871-5576,37.74959868,127.0700018,104349
퀀텀과학학원,5105,학원,보습학원,의정부시,경기도 의정부시 오목로205번길 1 (민락동),031-853-3679,37.74461774,127.0980906,77918
큐맥스수학장암학원,5105,학원,보습학원,의정부시,경기도 의정부시 회룡로192번길 25 (장암동),031-837-7747,37.72548312,127.055851,76009
큐브학원,5105,학원,보습학원,의정부시,경기도 의정부시 청사로5번길 8-13 (신곡동),031-853-7003,37.74936622,127.0702317,93611
큰뜻학원,5105,학원,보습학원,의정부시,경기도 의정부시 호암로 241 (호원동),0,37.72198561,127.0444613,92933
클래스케이수학학원,5105,학원,보습학원,의정부시,경기도 의정부시 회룡로138번길 9 (호원동),031-928-4123,37.72564554,127.0491447,94735
키움수학,5105,학원,보습학원,의정부시,경기도 의정부시 장금로 54 (신곡동 삼도세라믹),031-8083-1269,37.74159176,127.0601625,130636
키움학원,5105,학원,보습학원,의정부시,경기도 의정부시 평화로,0,37.73936016,127.0730684,135407
킴스학원,5105,학원,보습학원,의정부시,경기도 의정부시 회룡로117번길 118 (호원동),031-855-2236,37.72935494,127.0443327,95295
탑아이네트학원,5105,학원,보습학원,의정부시,경기도 의정부시 비우로 61 (녹양동),031-877-5706,37.7582631,127.0336908,96199
태영학원,5105,학원,보습학원,의정부시,경기도 의정부시 평화로202번길 14 (호원동),0,37.70980296,127.0488252,104402
토마스잉글리시수학학원,5105,학원,보습학원,의정부시,경기도 의정부시 용민로 90 (용현동),0,37.73794468,127.0879943,107301
투탑학원,5105,학원,보습학원,의정부시,경기도 의정부시 발곡로 30 (신곡동),031-837-1939,37.73095387,127.0583002,95061
티앤에스 보습학원,5105,학원,보습학원,의정부시,경기도 의정부시 회룡로 178 (장암동),031-879-6888,37.726392,127.0534573,99048
파니파니학원,5105,학원,보습학원,의정부시,경기도 의정부시 안말로58번안길 89 (호원동),031-837-5553,37.71206158,127.0451103,130433
파워엘리트학원,5105,학원,보습학원,의정부시,경기도 의정부시 용현로105번길 7-17 (민락동),031-851-4066,37.74180827,127.0865967,120680
파워유피아이학원,5105,학원,보습학원,의정부시,경기도 의정부시 용현로105번길 7-17 (민락동),031-851-4114,37.74180827,127.0865967,105708
팩토쌤사고력수학,5105,학원,보습학원,의정부시,경기도 의정부시 용현로 143 (민락동),031-853-9479,37.74125243,127.0916299,99566
팬더쌤영어수학전문학원,5105,학원,보습학원,의정부시,경기도 의정부시 송양로 33 (낙양동),031-851-5994,37.75240023,127.1096506,79030
페르마수학학원,5105,학원,보습학원,의정부시,경기도 의정부시 용현로 140 (민락동),0,37.7408108,127.0916126,89382
펠릭스학원,5105,학원,보습학원,의정부시,경기도 의정부시 추동로91번길 16 (신곡동),031-853-1909,37.74814623,127.064074,107603
포드학원,5105,학원,보습학원,의정부시,경기도 의정부시 둔야로 38 (가능동),031-878-2013,37.73933817,127.0398818,102534
포스(POS)학원,5105,학원,보습학원,의정부시,경기도 의정부시 백석로52번길,0,37.73936016,127.0730684,94912
포인트보습학원,5105,학원,보습학원,의정부시,경기도 의정부시 동일로 671 (금오동),031-840-2050,37.74777161,127.0532535,93027
포인트원-수작 (秀作)학원,5105,학원,보습학원,의정부시,경기도 의정부시 호암로 241 (호원동),031-825-1905,37.72198561,127.0444613,80188
포커스공부방,5105,학원,보습학원,의정부시,경기도 의정부시 능곡로 69 (신곡동),0,37.74450041,127.0599556,115742
폴학원,5105,학원,보습학원,의정부시,경기도 의정부시 승지로4번길 15 (민락동),031-853-3345,37.73805227,127.0890935,64330
프라임아이네트학원,5105,학원,보습학원,의정부시,경기도 의정부시 동일로472번길,031-841-7942,37.73936016,127.0730684,61829
프로젝트가베교실학원,5105,학원,보습학원,의정부시,경기도 의정부시 오목로205번길 1 (민락동),0,37.74461774,127.0980906,105537
프리마학원,5105,학원,보습학원,의정부시,경기도 의정부시 장곡로 626 (신곡동),0,37.75045467,127.0722947,110619
플러스수학전문학원,5105,학원,보습학원,의정부시,경기도 의정부시 용현로 140 (민락동),031-853-3553,37.7408108,127.0916126,88413
플레이팩토수학교습소,5105,학원,보습학원,의정부시,경기도 의정부시 호동로 70 (호원동),031-826-2405,37.72763132,127.0428915,108368
피그렛 공부방,5105,학원,보습학원,의정부시,경기도 의정부시 능곡로 13 (신곡동 추동아파트),031-873-6004,37.74024364,127.0583302,78440
필립학원,5105,학원,보습학원,의정부시,경기도 의정부시 장곡로596번길 15 (신곡동),031-852-8205,37.74927915,127.0694725,98450
필맥학원,5105,학원,보습학원,의정부시,경기도 의정부시 용민로,031-852-1313,37.73936016,127.0730684,133421
하나학원,5105,학원,보습학원,의정부시,경기도 의정부시 가능로 86 (의정부동),031-837-1101,37.74667826,127.0405928,106031
하우학원,5105,학원,보습학원,의정부시,경기도 의정부시 호동로 67 (호원동),031-873-5601,37.72793203,127.0433073,124651
하이셀파학원,5105,학원,보습학원,의정부시,경기도 의정부시 용현로159번길 12 (민락동),0,37.74105478,127.0940491,118624
학이지원학원,5105,학원,보습학원,의정부시,경기도 의정부시 동일로466번길 39 (신곡동),031-848-9253,37.72923747,127.0611353,113086
한나수학교습소,5105,학원,보습학원,의정부시,경기도 의정부시 백석로 41 (호원동),031-837-3476,37.73068721,127.0430677,91216
한맥사관학원,5105,학원,보습학원,의정부시,경기도 의정부시 녹양로 122 (녹양동),0,37.76151543,127.0347495,98734
한성학원,5105,학원,보습학원,의정부시,경기도 의정부시 가능로 28 (가능동),031-873-3551,37.74649009,127.0340933,116903
한솔브레인의정부학원,5105,학원,보습학원,의정부시,경기도 의정부시 청사로 50 (금오동),031-852-2050,37.75282562,127.0701658,77839
한솔수학교습소,5105,학원,보습학원,의정부시,경기도 의정부시 용민로7번길 54 (용현동),031-853-9437,37.73668267,127.0786383,143932
한수위영수학원,5105,학원,보습학원,의정부시,경기도 의정부시 발곡로 6 (신곡동),031-855-1007,37.73110203,127.0554167,99271
한우리독서논술교습소,5105,학원,보습학원,의정부시,경기도 의정부시 송양로 76 (민락동),031-825-3827,37.75110352,127.1133428,56538
한울에듀(확인영어강한수학해법영수)학원,5105,학원,보습학원,의정부시,경기도 의정부시 호동로 67 (호원동),0,37.72793203,127.0433073,69033
한울학원,5105,학원,보습학원,의정부시,경기도 의정부시 평화로 625 (의정부동),031-858-1298,37.74781501,127.0452191,85163
한율학원,5105,학원,보습학원,의정부시,경기도 의정부시 호동로 30 (호원동),0,37.73074179,127.0409116,84192
해법수학교습소,5105,학원,보습학원,의정부시,경기도 의정부시 회룡로 221 (신곡동),031-878-2506,37.72687147,127.0582043,60766
해법수학셀파수학 학원,5105,학원,보습학원,의정부시,경기도 의정부시 용민로 122 (민락동),031-851-5310,37.73999288,127.0907036,84456
해법수학영어학원,5105,학원,보습학원,의정부시,경기도 의정부시 용민로 429-39 (낙양동 용암마을13단지),031-9815-5041,37.75722723,127.1165156,104661
해법스카이영어전문학원,5105,학원,보습학원,의정부시,경기도 의정부시 오목로 227 (민락동),031-851-5557,37.74637846,127.0997599,89285
해법에듀학원,5105,학원,보습학원,의정부시,경기도 의정부시 부용로 105 (금오동),031-852-2090,37.75129652,127.0693565,108361
해법영어양주지사,5105,학원,보습학원,의정부시,경기도 의정부시 녹양로62번길 12 (녹양동 녹양힐스테이트),031-269-9905,37.75637497,127.0330798,90481
해법영어한솔플러스수학학원,5105,학원,보습학원,의정부시,경기도 의정부시 오목로 11 (용현동),031-825-6029,37.73222344,127.0845361,73361
헤르메스교육연구학원,5105,학원,보습학원,의정부시,경기도 의정부시 장곡로596번길 19 (신곡동),0,37.74906355,127.0695546,96709
헤르메스영수학원,5105,학원,보습학원,의정부시,경기도 의정부시 장곡로596번길 19 (신곡동),0,37.74906355,127.0695546,67564
헤르메스학원,5105,학원,보습학원,의정부시,경기도 의정부시 장곡로596번길 19 (신곡동),0,37.74906355,127.0695546,108074
현 영수영재학원,5105,학원,보습학원,의정부시,경기도 의정부시 의정로164번길,031-855-1422,37.73936016,127.0730684,77751
혜안수학교습소,5105,학원,보습학원,의정부시,경기도 의정부시 장금로 28 (신곡동),031-851-8305,37.74071743,127.057859,98124
호연지기학원,5105,학원,보습학원,의정부시,경기도 의정부시 평화로,031-843-4949,37.73936016,127.0730684,84963
호원강철학원,5105,학원,보습학원,의정부시,경기도 의정부시 평화로 311 (호원동),031-836-7461,37.7197632,127.047076,121477
호원라온학원,5105,학원,보습학원,의정부시,경기도 의정부시 신흥로 126 (호원동),031-829-3434,37.72724336,127.0439401,94748
호원미래학원,5105,학원,보습학원,의정부시,경기도 의정부시 회룡로 145 (호원동),031-872-9975,37.72642883,127.0501897,89445
호원잉글리쉬무무학원,5105,학원,보습학원,의정부시,경기도 의정부시 전좌로156번길 55 (호원동),031-837-9905,37.72228403,127.043482,110066
호원학원,5105,학원,보습학원,의정부시,경기도 의정부시 평화로322번길 52 (호원동 호원우성3차아파트),031-4179-2235,37.72366541,127.0494082,88703
홍쌤학원,5105,학원,보습학원,의정부시,경기도 의정부시 오목로15번길,031-847-3150,37.73936016,127.0730684,69734
효자으뜸학원,5105,학원,보습학원,의정부시,경기도 의정부시 장금로78번길 19 (신곡동),031-821-6984,37.74173224,127.0619648,100063
힐수학교습소,5105,학원,보습학원,의정부시,경기도 의정부시 회룡로 241 (신곡동),031-871-8137,37.72681873,127.0606326,115329
(주)지커뮤니케이션즈(아이비독서실가능동,5191,학원,독서실,의정부시,경기도 의정부시 신촌로 19 (가능동),031-837-8006,37.75043935,127.0366407,107532
SKY독서실,5191,학원,독서실,의정부시,경기도 의정부시 오목로15번길 24 (용현동),031-845-6089,37.73264894,127.0836346,105750
Study&Cafe 독서실,5191,학원,독서실,의정부시,경기도 의정부시 오목로225번길 140 (민락동),031-853-8509,37.7450257,127.0948858,63633
VIP독서실,5191,학원,독서실,의정부시,경기도 의정부시 용현로 154 (민락동),031-872-2722,37.74052457,127.0930571,97507
가든독서실,5191,학원,독서실,의정부시,경기도 의정부시 범골로30번길 5 (호원동),031-876-3100,37.72863489,127.0399858,97244
골드문고시원,5191,학원,독서실,의정부시,경기도 의정부시 추동로140번길,031-852-2455,37.73936016,127.0730684,96155
굿레지던스,5191,학원,독서실,의정부시,경기도 의정부시 신흥로258번길 25 (의정부동),0,37.73933353,127.0448627,94864
그린고시텔,5191,학원,독서실,의정부시,경기도 의정부시 평화로542번길 5 (의정부동),0,37.74053666,127.0476838,108465
그린독서실,5191,학원,독서실,의정부시,경기도 의정부시 회룡로 138 (호원동),0,37.72579033,127.0492223,82916
김선생독서실,5191,학원,독서실,의정부시,경기도 의정부시 용현로105번길 19 (민락동),031-8627-9559,37.74220942,127.0872045,112887
네오독서실,5191,학원,독서실,의정부시,경기도 의정부시 동일로466번길 45 (신곡동),0,37.72924135,127.061623,126931
노벨독서실,5191,학원,독서실,의정부시,경기도 의정부시 용현로 163 (민락동),031-852-7080,37.74057911,127.0942932,78068
뉴스타홈텔,5191,학원,독서실,의정부시,경기도 의정부시 신흥로 357 (가능동),031-877-7188,37.74820591,127.0423092,123853
뉴욕고시텔,5191,학원,독서실,의정부시,경기도 의정부시 평화로542번길,031-842-7511,37.73936016,127.0730684,110887
대경독서실,5191,학원,독서실,의정부시,경기도 의정부시 평화로 274 (호원동),031-879-8515,37.71640574,127.0474933,110774
대동고시텔,5191,학원,독서실,의정부시,경기도 의정부시 태평로 42 (의정부동),031-877-1536,37.73630167,127.0510168,55322
더그루독서실,5191,학원,독서실,의정부시,경기도 의정부시 용현로105번길 27 (민락동),031-852-8488,37.74265884,127.0870628,113287
더샵레지던스,5191,학원,독서실,의정부시,경기도 의정부시 평화로 400 (호원동),031-879-8001,37.7274249,127.0485662,105444
드림독서실,5191,학원,독서실,의정부시,경기도 의정부시 부용로213번길 18 (용현동),031-852-3555,37.75026951,127.0808758,69332
드림스터디독서실,5191,학원,독서실,의정부시,경기도 의정부시 장곡로 606 (신곡동),0,37.7499776,127.0700652,94530
면학독서실,5191,학원,독서실,의정부시,경기도 의정부시 회룡로 188 (장암동),031-876-2336,37.72636505,127.054592,135620
민들레독서실,5191,학원,독서실,의정부시,경기도 의정부시 민락로 388 (낙양동),031-853-4454,37.75581758,127.1135703,124337
민락스터디뱅크독서실,5191,학원,독서실,의정부시,경기도 의정부시 용현로105번길 33-1 (민락동),0,37.74278225,127.0867096,101850
베스트독서실,5191,학원,독서실,의정부시,경기도 의정부시 평화로 196 (호원동 신일엘리시움),031-877-7373,37.70943921,127.0484102,135165
브이아이피 (VIP)독서실,5191,학원,독서실,의정부시,경기도 의정부시 용현로 154 (민락동),031-852-2722,37.74052457,127.0930571,84666
삼국독서실,5191,학원,독서실,의정부시,경기도 의정부시 신곡로 47 (신곡동),031-878-4111,37.73093783,127.0562924,117061
새롬독서실,5191,학원,독서실,의정부시,경기도 의정부시 진등로,031-826-1001,37.73936016,127.0730684,88827
샘독서실,5191,학원,독서실,의정부시,경기도 의정부시 의정로,0,37.73936016,127.0730684,50968
수림원독서실,5191,학원,독서실,의정부시,경기도 의정부시 부용로,031-852-7400,37.73936016,127.0730684,95132
스터디카페 독서실,5191,학원,독서실,의정부시,경기도 의정부시 용민로92번길 28 (용현동),0,37.73703438,127.08796,94971
신곡스터디뱅크독서실,5191,학원,독서실,의정부시,경기도 의정부시 동일로466번길 17 (신곡동),0,37.72948242,127.0602133,122680
신곡오투독서실,5191,학원,독서실,의정부시,경기도 의정부시 시민로,0,37.73936016,127.0730684,87853
신용S/D,5191,학원,독서실,의정부시,경기도 의정부시 동일로454번길 7 (신곡동),031-840-3500,37.72908547,127.0601502,114918
심플하우스 고시원,5191,학원,독서실,의정부시,경기도 의정부시 태평로 112-1 (의정부동),031-856-5504,37.74256078,127.0517653,112170
아이비오투독서실,5191,학원,독서실,의정부시,경기도 의정부시 평화로 635 (의정부동),031-847-8004,37.74865904,127.0448565,111010
아이스페이스(I-SPACE)독서실,5191,학원,독서실,의정부시,경기도 의정부시 천보로 38 (민락동),031-851-9545,37.74403168,127.0968609,97531
에듀플래닛독서실,5191,학원,독서실,의정부시,경기도 의정부시 오목로205번길 1 (민락동),0,37.74461774,127.0980906,133970
예가고시텔,5191,학원,독서실,의정부시,경기도 의정부시 신흥로231번길 23 (의정부동),031-826-1659,37.736661,127.0419585,58747
예담독서실,5191,학원,독서실,의정부시,경기도 의정부시 평화로 205 (호원동),031-879-1991,37.71025275,127.0476173,109079
예당독서실,5191,학원,독서실,의정부시,경기도 의정부시 추동로 15 (신곡동),031-848-8880,37.7432666,127.05777,85790
우리독서실,5191,학원,독서실,의정부시,경기도 의정부시 용민로 10 (용현동),031-852-7998,37.73443609,127.0805608,122578
위스쿨독서실,5191,학원,독서실,의정부시,경기도 의정부시 장금로78번길 41 (신곡동 벽산조합),031-845-8812,37.7407276,127.0613988,92572
장원고시원,5191,학원,독서실,의정부시,경기도 의정부시 평화로 635 (의정부동),0,37.74865904,127.0448565,81404
제일독서실,5191,학원,독서실,의정부시,경기도 의정부시 신흥로 359 (가능동),031-879-9919,37.74841432,127.042454,109943
종로고시원,5191,학원,독서실,의정부시,경기도 의정부시 경의로117번길,031-877-2445,37.73936016,127.0730684,82907
진영리빙텔,5191,학원,독서실,의정부시,경기도 의정부시 용현로105번길 45-19 (민락동),0,37.74299786,127.0866275,108487
차오름독서실,5191,학원,독서실,의정부시,경기도 의정부시 망월로 10 (호원동),031-823-1290,37.70860664,127.0468444,131238
청담독서실,5191,학원,독서실,의정부시,경기도 의정부시 상금로 33 (금오동),031-848-7002,37.75777887,127.0744505,80941
카이스트독서실,5191,학원,독서실,의정부시,경기도 의정부시 용현로105번길 7-17 (민락동),031-852-7966,37.74180827,127.0865967,128624
큰울림독서실,5191,학원,독서실,의정부시,경기도 의정부시 금신로 323 (신곡동),031-847-7710,37.7447754,127.0616769,102754
키움독서실,5191,학원,독서실,의정부시,경기도 의정부시 새말로,031-851-2401,37.73936016,127.0730684,95100
타미고시원,5191,학원,독서실,의정부시,경기도 의정부시 둔야로 20 (의정부동),031-871-8881,37.73769077,127.0400619,104291
탑뱅크독서실,5191,학원,독서실,의정부시,경기도 의정부시 신흥로 81 101동  (호원동 쌍용스윗닷홈),0,37.72344614,127.0434557,76655
토즈스터디센터 녹양점,5191,학원,독서실,의정부시,경기도 의정부시 비우로 63 (녹양동),031-871-6753,37.75828233,127.0338381,90852
토즈스터디센터 의정부3독서실,5191,학원,독서실,의정부시,경기도 의정부시 용민로 76 (용현동),031-853-7425,37.73736761,127.086776,122872
토즈스터디센터신곡독서실,5191,학원,독서실,의정부시,경기도 의정부시 발곡로 6 (신곡동),031-874-1109,37.73110203,127.0554167,100131
토즈스터디센터의정부2독서실,5191,학원,독서실,의정부시,경기도 의정부시 청사로 45 (금오동),031-853-7705,37.75227167,127.0696167,73137
토즈스터디센터의정부독서실,5191,학원,독서실,의정부시,경기도 의정부시 의정로84번길 17 (가능동),031-872-9865,37.74045918,127.0359189,96894
퍼스트독서실,5191,학원,독서실,의정부시,경기도 의정부시 충의로 27 (용현동),031-853-3200,37.73421488,127.0880513,67091
한솔고시원,5191,학원,독서실,의정부시,경기도 의정부시 평화로542번길 7-13 (의정부동),031-821-2088,37.74092379,127.0476448,78547
한슬독서실,5191,학원,독서실,의정부시,경기도 의정부시 둔야로 10 (의정부동),031-876-3171,37.73667282,127.0400864,78926
해오름독서실,5191,학원,독서실,의정부시,경기도 의정부시 추동로 9 (신곡동),031-848-3110,37.74299071,127.05707,97516
행운1인독서실,5191,학원,독서실,의정부시,경기도 의정부시 가능로98번길,031-876-5692,37.73936016,127.0730684,112360
허브오투독서실,5191,학원,독서실,의정부시,경기도 의정부시 평화로 636 (의정부동),0,37.74867254,127.0454124,98242
허브하임고시원,5191,학원,독서실,의정부시,경기도 의정부시 신흥로231번길 11 (의정부동),031-7607-7288,37.73666532,127.0424917,107929
호원독서실,5191,학원,독서실,의정부시,경기도 의정부시 회룡로105번길 15 (호원동),031-827-8509,37.72652444,127.0452879,132281
(주)에이스웨이축구클럽,5199,학원,기타 교육기관,의정부시,경기도 의정부시 행복로,031-8159-3333,37.73936016,127.0730684,83558
(주)한국승마교육원,5199,학원,기타 교육기관,의정부시,경기도 의정부시 신흥로208번길 14-14 (의정부동 수정빌라),031-879-3225,37.73412949,127.0442261,91092
E.J홈스쿨,5199,학원,기타 교육기관,의정부시,경기도 의정부시 회룡로 245 (신곡동),031-9095-9388,37.72830437,127.0605004,107224
IK,5199,학원,기타 교육기관,의정부시,경기도 의정부시 추동로 45 (신곡동),031-4069-5151,37.74498498,127.0585765,87208
K블럭업,5199,학원,기타 교육기관,의정부시,경기도 의정부시 용현로 143 (민락동),031-853-7945,37.74125243,127.0916299,85130
Rainbow kid`s club,5199,학원,기타 교육기관,의정부시,경기도 의정부시 금신로296번길 38 (신곡동 주공3단지),031-844-4372,37.74564957,127.0639693,113404
가브리엘(Gabrielle)과외교습자,5199,학원,기타 교육기관,의정부시,경기도 의정부시 용현로 143 (민락동),0,37.74125243,127.0916299,84047
개인 수학과외,5199,학원,기타 교육기관,의정부시,경기도 의정부시 신곡로 13 (신곡동 장암현대2차아파트),031-7420-8595,37.72686136,127.0558108,109120
개인과외교습,5199,학원,기타 교육기관,의정부시,경기도 의정부시 안말로 88 (호원동 호원우성5차아파트),031-9727-8037,37.71440526,127.048585,104999
개인영어과외,5199,학원,기타 교육기관,의정부시,경기도 의정부시 신곡로 13 (신곡동 장암현대2차아파트),031-7420-9945,37.72686136,127.0558108,77663
경기미래평생교육원,5199,학원,기타 교육기관,의정부시,경기도 의정부시 범골로98번길 56 (의정부동),031-876-5546,37.73377918,127.0399195,109892
경기중앙간호학원,5199,학원,기타 교육기관,의정부시,경기도 의정부시 평화로536번길 6 (의정부동),031-847-4343,37.73962874,127.047945,92206
꿈나무바둑교습소,5199,학원,기타 교육기관,의정부시,경기도 의정부시 외미로 95 (호원동),031-871-1292,37.72459331,127.0460387,97511
꿈이숲(꿈이 자라는 감성꿈놀이),5199,학원,기타 교육기관,의정부시,경기도 의정부시 경의로 114 (의정부동),031-822-9768,37.73295496,127.0482913,125232
꿈이숲협동조합,5199,학원,기타 교육기관,의정부시,경기도 의정부시 장금로 30 (신곡동 삼부),031-9041-1685,37.7406329,127.0574289,121345
나오연기학원,5199,학원,기타 교육기관,의정부시,경기도 의정부시 시민로 81 (의정부동),031-7809-2862,37.73866143,127.0442019,105168
누리키즈체육교실,5199,학원,기타 교육기관,의정부시,경기도 의정부시 의정로52번길 18 (의정부동),031-7374-2531,37.73725281,127.0360739,97569
대한예수교장로회생명샘교회,5199,학원,기타 교육기관,의정부시,경기도 의정부시 녹양로 103 (녹양동),031-878-8669,37.75977656,127.0347607,78693
더올림 홈스쿨,5199,학원,기타 교육기관,의정부시,경기도 의정부시 부용로 137 (금오동 금오주공그린빌3단지),0,37.75202336,127.0724113,127386
데이지영,5199,학원,기타 교육기관,의정부시,경기도 의정부시 경의로118번길 35 (의정부동),031-7425-4545,37.73146436,127.048923,73606
도봉한자,5199,학원,기타 교육기관,의정부시,경기도 의정부시 평화로 196 (호원동 신일엘리시움),031-876-2121,37.70943921,127.0484102,97376
도비수학,5199,학원,기타 교육기관,의정부시,경기도 의정부시 용민로 442 (민락동 민락15단지),031-8286-7939,37.75382218,127.1166241,108997
두근두근 슬라임,5199,학원,기타 교육기관,의정부시,경기도 의정부시 오목로205번길 1 (민락동),031-852-3655,37.74461774,127.0980906,98513
드림유아스포츠,5199,학원,기타 교육기관,의정부시,경기도 의정부시 부용로219번길,031-827-7227,37.73936016,127.0730684,85496
드림유아체육교실,5199,학원,기타 교육기관,의정부시,경기도 의정부시 회룡로117번길 59 (호원동),031-6227-9118,37.72855517,127.0468274,97764
등불세움터,5199,학원,기타 교육기관,의정부시,경기도 의정부시 송산로939번길 40-12 (산곡동),031-7797-2015,37.71421104,127.1020201,97721
라온아띠 스포츠클럽,5199,학원,기타 교육기관,의정부시,경기도 의정부시 신흥로207번길 27 (의정부동),031-826-6464,37.7345623,127.0420422,92551
래빗(Rabbit)스포츠,5199,학원,기타 교육기관,의정부시,경기도 의정부시 가금로 70 (가능동),031-4405-6544,37.75406891,127.0442083,109945
레인보우스포츠,5199,학원,기타 교육기관,의정부시,경기도 의정부시 용현로 143 (민락동),031-829-5510,37.74125243,127.0916299,103527
로보티즈키즈랩학원,5199,학원,기타 교육기관,의정부시,경기도 의정부시 천보로 38 (민락동),031-829-2340,37.74403168,127.0968609,95256
리빙다이어트복싱,5199,학원,기타 교육기관,의정부시,경기도 의정부시 평화로 271-9 101동  (호원동 신도1차아파트),031-875-1989,37.71582402,127.0468655,130448
마리나스피치학원,5199,학원,기타 교육기관,의정부시,경기도 의정부시 용현로 144 (민락동),031-852-5280,37.74074152,127.0919766,126779
마이엔젤,5199,학원,기타 교육기관,의정부시,경기도 의정부시 흥선로41번길 6-4 (가능동),031-5402-8235,37.74481038,127.0325266,102579
몸튼맘튼 유아체육,5199,학원,기타 교육기관,의정부시,경기도 의정부시 동일로 397 (장암동),031-864-7070,37.72631524,127.0562488,121607
뮤엠교육 금오아이파크 네스트,5199,학원,기타 교육기관,의정부시,경기도 의정부시 부용로 87 (금오동 현대아이파크아파트),031-4522-2668,37.75240746,127.0674135,139478
뮤엠영어 호원가든 NEST,5199,학원,기타 교육기관,의정부시,경기도 의정부시 호동로 56 (호원동 호원가든1차아파트),0,37.72933672,127.040975,51552
바른평생교육원,5199,학원,기타 교육기관,의정부시,경기도 의정부시 회룡로117번길 118 (호원동),031-8911-1433,37.72935494,127.0443327,116736
배움터독서실,5199,학원,기타 교육기관,의정부시,경기도 의정부시 동일로 478 (신곡동),0,37.73108741,127.0592287,112710
밸런스브레인,5199,학원,기타 교육기관,의정부시,경기도 의정부시 오목로225번길 162 (민락동),031-928-5843,37.74455455,127.0957199,127507
베베궁체력단련,5199,학원,기타 교육기관,의정부시,경기도 의정부시 추동로91번길 6-19 (신곡동),031-853-5474,37.74818398,127.0642891,86828
브레이브 수학,5199,학원,기타 교육기관,의정부시,경기도 의정부시 추동로 32 (신곡동 삼환),031-2742-8205,37.74361928,127.059059,89823
블럭나라,5199,학원,기타 교육기관,의정부시,경기도 의정부시 비우로,031-822-7800,37.73936016,127.0730684,113511
블럭왕국,5199,학원,기타 교육기관,의정부시,경기도 의정부시 회룡로 241 (신곡동),031-3672-3627,37.72681873,127.0606326,95392
블럭파티 플러스,5199,학원,기타 교육기관,의정부시,경기도 의정부시 오목로 215 (민락동),031-853-8436,37.74550811,127.0990556,105991
블럭파티플러스,5199,학원,기타 교육기관,의정부시,경기도 의정부시 오목로 215 (민락동),031-8302-1090,37.74550811,127.0990556,106792
블럭프렌드민락점,5199,학원,기타 교육기관,의정부시,경기도 의정부시 오목로 120 (민락동),0,37.73846464,127.093502,118388
비트켄슈타인,5199,학원,기타 교육기관,의정부시,경기도 의정부시 녹양로62번길 12 (녹양동 녹양힐스테이트),031-3272-9865,37.75637497,127.0330798,112341
빨간펜수학의달인 송산푸르지오점,5199,학원,기타 교육기관,의정부시,경기도 의정부시 용현로 111 (민락동 송산대우푸르지오1단지),0,37.74173046,127.0881862,92232
사)아시아복지신학연구원,5199,학원,기타 교육기관,의정부시,경기도 의정부시 평화로190번길 7 (호원동),031-836-7474,37.70899029,127.0486088,89669
사단법인 굿프렌즈,5199,학원,기타 교육기관,의정부시,경기도 의정부시 금신로 323 (신곡동),031-841-1199,37.7447754,127.0616769,89771
사단법인 한국청소년문화진흥협회,5199,학원,기타 교육기관,의정부시,경기도 의정부시 시민로53번길 5 (가능동),031-872-4609,37.73869864,127.0410133,91951
서담학원,5199,학원,기타 교육기관,의정부시,경기도 의정부시 오목로 73 (민락동 한라비발디),031-853-7517,37.73550367,127.0904294,91006
서로이음에듀,5199,학원,기타 교육기관,의정부시,경기도 의정부시 신촌로 18-7 (가능동 SK뷰아파트),031-5133-3244,37.74987464,127.0369998,129020
석세스뮤직 주식회사,5199,학원,기타 교육기관,의정부시,경기도 의정부시 의정로 165 (가능동),031-8763-1488,37.7477708,127.0342469,117360
섬김교육,5199,학원,기타 교육기관,의정부시,경기도 의정부시 시민로387번길 23-18 (용현동),031-6361-2623,37.73596092,127.0773652,102733
송스키즈클럽,5199,학원,기타 교육기관,의정부시,경기도 의정부시 전좌로155번길 56 (호원동),0,37.72348709,127.0374091,96655
수능애(愛),5199,학원,기타 교육기관,의정부시,경기도 의정부시 평화로150번길 26 (호원동 현대아이파크아파트),0,37.70470459,127.0490037,116973
수학의달인,5199,학원,기타 교육기관,의정부시,경기도 의정부시 송양로 94 (민락동 민락엘레트19단지),031-5365-3205,37.75053552,127.1144957,101218
스터디하우스,5199,학원,기타 교육기관,의정부시,경기도 의정부시 송양로 16 (낙양동 호반베르디움2차아파트),031-8975-9871,37.75274493,127.1075698,67862
아르케수학교습소,5199,학원,기타 교육기관,의정부시,경기도 의정부시 용현로 130 (민락동),031-5463-7470,37.74100884,127.0904189,87209
아소비학원호원센터,5199,학원,기타 교육기관,의정부시,경기도 의정부시 회룡로 107 (호원동),031-2750-2855,37.72599638,127.0457258,105764
